Searchable Tobacco Products Database data as of 08/05/2026

"Company","Product Name","Category","Sub-Category","Submission Type - Marketing Authority","Date of Action","Order Letter","Decision Summary","Environmental Assessment","FONSI","STN","Associated MRTP","Additional Information","Additional Information Link"
"A. Fuente & Co., LLC","Fuente Fuente OpusX Belicoso XXX","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/28/2021","N/A","N/A","N/A","N/A","GF2011804","","",""
"A. Fuente & Co., LLC","Flor de Ybor City Belicoso Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/28/2021","N/A","N/A","N/A","N/A","GF2011805","","",""
"A. Fuente & Co., LLC","Flor de Ybor City Belicoso Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/28/2021","N/A","N/A","N/A","N/A","GF2011806","","",""
"A. Fuente & Co., LLC","Flor de Ybor City Belicoso Sun Grown","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/28/2021","N/A","N/A","N/A","N/A","GF2011807","","",""
"A. Fuente & Co., LLC","Montesino Belicoso No. 2 Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/19/2021","N/A","N/A","N/A","N/A","GF2011808","","",""
"A. Fuente & Co., LLC","Tampa Sweetheart No. 500 Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/28/2021","N/A","N/A","N/A","N/A","GF2011809","","",""
"A. Fuente & Co., LLC","Tampa Sweetheart No. 50 Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/28/2021","N/A","N/A","N/A","N/A","GF2011810","","",""
"A. Fuente & Co., LLC","Arturo Fuente Double Chateau Fuente Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/28/2021","N/A","N/A","N/A","N/A","GF2011811","","",""
"A. Fuente & Co., LLC","Arturo Fuente Double Chateau Fuente Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/28/2021","N/A","N/A","N/A","N/A","GF2011812","","",""
"A. Fuente & Co., LLC","Arturo Fuente Double Chateau Fuente Sun Grown","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/27/2021","N/A","N/A","N/A","N/A","GF2011813","","",""
"A. Fuente & Co., LLC","Montesino Belicoso Magnum Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/27/2021","N/A","N/A","N/A","N/A","GF2011814","","",""
"A. Fuente & Co., LLC","Montesino Belicoso Magnum Sun Grown","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/27/2021","N/A","N/A","N/A","N/A","GF2011816","","",""
"A. Fuente & Co., LLC","Casa Fuente Pyramid Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","01/27/2021","N/A","N/A","N/A","N/A","GF2011817","","",""
"A. Fuente & Co., LLC","Fuente Fuente OpusX Perfecxion No. 2","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/05/2021","N/A","N/A","N/A","N/A","GF2011818","","",""
"A. Fuente & Co., LLC","Hemingway Masterpiece","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/05/2021","N/A","N/A","N/A","N/A","GF2011819","","",""
"A. Fuente & Co., LLC","Arturo Fuente Cubanitos Vintage","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/19/2021","N/A","N/A","N/A","N/A","GF2012011","","",""
"A. Fuente & Co., LLC","Sosa Petit Cetro Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/05/2021","N/A","N/A","N/A","N/A","GF2012012","","",""
"A. Fuente & Co., LLC","Don Carlos No. 4 Vintage","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/19/2021","N/A","N/A","N/A","N/A","GF2012013","","",""
"A. Fuente & Co., LLC","Sosa Brevas Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012016","","",""
"A. Fuente & Co., LLC","Sosa Brevas Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012017","","",""
"A. Fuente & Co., LLC","Arturo Fuente Curly Head Deluxe Vintage","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012064","","",""
"A. Fuente & Co., LLC","Arturo Fuente Curly Head Claro Claro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012065","","",""
"A. Fuente & Co., LLC","Arturo Fuente Chateau Fuente Vintage","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012066","","",""
"A. Fuente & Co., LLC","Don Carlos Robusto Vintage","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012067","","",""
"A. Fuente & Co., LLC","Hemingway Untold Story Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012068","","",""
"A. Fuente & Co., LLC","Fuente Fuente OpusX Double Robusto Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012074","","",""
"A. Fuente & Co., LLC","Sosa Especiales Selectos Robusto","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012078","","",""
"A. Fuente & Co., LLC","Casa Cuba Habanito Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012118","","",""
"A. Fuente & Co., LLC","Sosa Santa Fe Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012119","","",""
"A. Fuente & Co., LLC","Arturo Fuente Spanish Lonsdale","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012120","","",""
"A. Fuente & Co., LLC","Arturo Fuente 8-5-8 Claro Claro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012121","","",""
"A. Fuente & Co., LLC","Arturo Fuente Reserva Anejo No. 55 Xtra Viejo Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012122","","",""
"A. Fuente & Co., LLC","Flor de Ybor City Corona Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012123","","",""
"A. Fuente & Co., LLC","Flor de Ybor City Corona Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012124","","",""
"A. Fuente & Co., LLC","Sosa Especiales Selectos Lonsdales","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012125","","",""
"A. Fuente & Co., LLC","Sosa Lonsdales Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012126","","",""
"A. Fuente & Co., LLC","Sosa Lonsdales Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012127","","",""
"A. Fuente & Co., LLC","Macabi Media Corona","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/06/2021","N/A","N/A","N/A","N/A","GF2012128","","",""
"A. Fuente & Co., LLC","Arturo Fuente Curly Head","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012129","","",""
"A. Fuente & Co., LLC","Sosa Super Selection No. III","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012130","","",""
"A. Fuente & Co., LLC","Fuente Fuente Opus X Journey Royal 8","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012140","","",""
"A. Fuente & Co., LLC","Sosa Churchill Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012141","","",""
"A. Fuente & Co., LLC","Sosa Churchill Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012142","","",""
"A. Fuente & Co., LLC","Sosa Wavells Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012143","","",""
"A. Fuente & Co., LLC","Sosa Wavells Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012146","","",""
"A. Fuente & Co., LLC","Macabi Royal Corona","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012147","","",""
"A. Fuente & Co., LLC","Sosa Governor Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012148","","",""
"A. Fuente & Co., LLC","Sosa Governor Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012149","","",""
"A. Fuente & Co., LLC","Sosa Gran Cetro Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012150","","",""
"A. Fuente & Co., LLC","Sosa Super Selection No. V","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012155","","",""
"A. Fuente & Co., LLC","Sosa Magnum Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012156","","",""
"A. Fuente & Co., LLC","Sosa Magnum Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012157","","",""
"A. Fuente & Co., LLC","Tampa Sweetheart No. 70 Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012158","","",""
"A. Fuente & Co., LLC","Arturo Fuente Royal Salute Sun Grown","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012159","","",""
"A. Fuente & Co., LLC","Arturo Fuente Royal Salute Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012161","","",""
"A. Fuente & Co., LLC","Arturo Fuente Royal Salute Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012165","","",""
"A. Fuente & Co., LLC","Sosa Super Selection No. VIII","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012194","","",""
"A. Fuente & Co., LLC","Macabi Double Corona","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012195","","",""
"A. Fuente & Co., LLC","Macabi Belicoso Fino","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/07/2021","N/A","N/A","N/A","N/A","GF2012196","","",""
"A. Fuente & Co., LLC","Sosa Super Selection No. II","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/08/2021","N/A","N/A","N/A","N/A","GF2012197","","",""
"A. Fuente & Co., LLC","Macabi Corona Extra","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/08/2021","N/A","N/A","N/A","N/A","GF2012198","","",""
"A. Fuente & Co., LLC","Sosa Super Selection No. VII","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/08/2021","N/A","N/A","N/A","N/A","GF2012199","","",""
"A. Fuente & Co., LLC","Don Carlos No. 2","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012200","","",""
"A. Fuente & Co., LLC","Sosa Piramides Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012228","","",""
"A. Fuente & Co., LLC","Hemingway Short Story Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012267","","",""
"A. Fuente & Co., LLC","Hemingway Best Seller Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012268","","",""
"A. Fuente & Co., LLC","Hemingway Between the Lines Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012269","","",""
"A. Fuente & Co., LLC","Hemingway Work of Art Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012270","","",""
"A. Fuente & Co., LLC","Hemingway Work of Art Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012271","","",""
"A. Fuente & Co., LLC","Fuente Fuente OpusX LBMF Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012272","","",""
"A. Fuente & Co., LLC","Fuente Fuente OpusX Perfecxion No. 4 Serie X","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012391","","",""
"A. Fuente & Co., LLC","Arturo Fuente Spanish Lonsdales","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012392","","",""
"A. Fuente & Co., LLC","L.J. Peretti Co. #125 Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/21/2021","N/A","N/A","N/A","N/A","GF2012393","","",""
"A. Fuente & Co., LLC","L.J. Peretti Co. #125 Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012394","","",""
"A. Fuente & Co., LLC","Macabi Super Corona","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012395","","",""
"A. Fuente & Co., LLC","Montesino Super Belicoso Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012396","","",""
"A. Fuente & Co., LLC","Montesino Super Belicoso Sun Grown","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012399","","",""
"A. Fuente & Co., LLC","Bauza Pyramid","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012400","","",""
"A. Fuente & Co., LLC","Arturo Fuente Chateau Fuente King B Rosado Sun Grown","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012401","","",""
"A. Fuente & Co., LLC","Hemingway Short Story","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012402","","",""
"A. Fuente & Co., LLC","Hemingway Best Seller","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012403","","",""
"A. Fuente & Co., LLC","Fuente Fuente OpusX BBMF Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012405","","",""
"A. Fuente & Co., LLC","Arturo Fuente Reserva Anejo SSS Shark No. 77 Xtra Viejo Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012661","","",""
"A. Fuente & Co., LLC","Sosa Gift Box","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012774","","",""
"A. Fuente & Co., LLC","Fuente Fuente OpusX SerieX X Square","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012801","","",""
"A. Fuente & Co., LLC","Fuente Fuente OpusX Shark","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012802","","",""
"A. Fuente & Co., LLC","Fuente Fuente OpusX Rising X","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012803","","",""
"A. Fuente & Co., LLC","Arturo Fuente Reserva SSS Shark No. 77 Xtra Viejo Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","04/22/2021","N/A","N/A","N/A","N/A","GF2012804","","",""
"A. Fuente & Co., LLC","Flor de Ybor City Sampler Maduro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","03/09/2021","N/A","N/A","N/A","N/A","GF2013380","","",""
"A. Fuente & Co., LLC","Montesino Sampler Natural","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/14/2021","N/A","N/A","N/A","N/A","GF2013381","","",""
"A. Fuente & Co., LLC","Fuente Fuente OpusX Cigar Family Charitable Foundation","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/07/2021","N/A","N/A","N/A","N/A","GF2013382","","",""
"A. Fuente & Co., LLC","Don Carlos 30 Years Celebration 1975-2005 Special Collection","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","03/09/2021","N/A","N/A","N/A","N/A","GF2013383","","",""
